Timestamp:164 days 15 hrs ago (Sep-17-2022 03:26:11 AM +UTC)
Proposed On:Block proposed on slot 4713429, epoch 147294
Transactions:57 transactions and 24 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x467...263 in 12 secs
Block Reward:0.009037338643991227 ETH (0 + 0.027154981525409419 - 0.018117642881418192)
Total Difficulty:58,750,003,716,598,352,816,469
Size:18,455 bytes
Gas Used:4,333,518(14.45%)-71% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000004180816344 ETH (4.180816344 Gwei)
Burnt Fees:0.018117642881418192 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550610
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:24:11 AM +UTC)
Proposed On:Block proposed on slot 4713419, epoch 147294
Transactions:277 transactions and 62 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.032235782726218525 ETH (0 + 0.108471088489331917 - 0.076235305763113392)
Total Difficulty:58,750,003,716,598,352,816,469
Size:105,570 bytes
Gas Used:23,936,816(79.79%)+60% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003184855737 ETH (3.184855737 Gwei)
Burnt Fees:0.076235305763113392 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550611
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:24:23 AM +UTC)
Proposed On:Block proposed on slot 4713420, epoch 147294
Transactions:104 transactions and 72 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x467...263 in 12 secs
Block Reward:0.016740872796838996 ETH (0 + 0.062164951594950556 - 0.04542407879811156)
Total Difficulty:58,750,003,716,598,352,816,469
Size:27,122 bytes
Gas Used:13,273,965(44.25%)-12% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003422042984 ETH (3.422042984 Gwei)
Burnt Fees:0.04542407879811156 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550612
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:24:35 AM +UTC)
Proposed On:Block proposed on slot 4713421, epoch 147294
Transactions:124 transactions and 66 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x54C...696 in 12 secs
Block Reward:0.025077249573499369 ETH (0 + 0.069825104471605756 - 0.044747854898106387)
Total Difficulty:58,750,003,716,598,352,816,469
Size:85,377 bytes
Gas Used:13,267,187(44.22%)-12% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003372821601 ETH (3.372821601 Gwei)
Burnt Fees:0.044747854898106387 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550613
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:24:47 AM +UTC)
Proposed On:Block proposed on slot 4713422, epoch 147294
Transactions:75 transactions and 28 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0xe68...127 in 12 secs
Block Reward:0.012006342424303462 ETH (0 + 0.034994737051570958 - 0.022988394627267496)
Total Difficulty:58,750,003,716,598,352,816,469
Size:24,726 bytes
Gas Used:6,915,638(23.05%)-54% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003324117692 ETH (3.324117692 Gwei)
Burnt Fees:0.022988394627267496 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550614
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:24:59 AM +UTC)
Proposed On:Block proposed on slot 4713423, epoch 147294
Transactions:141 transactions and 54 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.057515281933533738 ETH (0 + 0.118701965991642242 - 0.061186684058108504)
Total Difficulty:58,750,003,716,598,352,816,469
Size:65,347 bytes
Gas Used:19,736,539(65.79%)+32% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003100172936 ETH (3.100172936 Gwei)
Burnt Fees:0.061186684058108504 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550615
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:25:11 AM +UTC)
Proposed On:Block proposed on slot 4713424, epoch 147294
Transactions:176 transactions and 56 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0xe68...127 in 12 secs
Block Reward:0.054875828280805376 ETH (0 + 0.119180879820684416 - 0.06430505153987904)
Total Difficulty:58,750,003,716,598,352,816,469
Size:58,108 bytes
Gas Used:19,954,770(66.52%)+33% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003222540352 ETH (3.222540352 Gwei)
Burnt Fees:0.06430505153987904 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550616
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:25:23 AM +UTC)
Proposed On:Block proposed on slot 4713425, epoch 147294
Transactions:241 transactions and 94 contract internal transactions in this block
Fee Recipient:0xf02b7D6Bb67cC7Aa8453f0a4BAd19b02a2De957E in 12 secs
Block Reward:0.04906576552516088 ETH (0 + 0.126087613847000523 - 0.077021848321839643)
Total Difficulty:58,750,003,716,598,352,816,469
Size:113,541 bytes
Gas Used:22,953,239(76.51%)+53% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003355598237 ETH (3.355598237 Gwei)
Burnt Fees:0.077021848321839643 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550617
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:25:35 AM +UTC)
Proposed On:Block proposed on slot 4713426, epoch 147294
Transactions:185 transactions and 75 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.02452137530175757 ETH (0 + 0.07950717744445525 - 0.05498580214269768)
Total Difficulty:58,750,003,716,598,352,816,469
Size:64,172 bytes
Gas Used:15,367,760(51.23%)+2% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003577997193 ETH (3.577997193 Gwei)
Burnt Fees:0.05498580214269768 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550618
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:25:47 AM +UTC)
Proposed On:Block proposed on slot 4713427, epoch 147294
Transactions:10 transactions and 800 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.028812463900441112 ETH (0 + 0.132799528119025481 - 0.103987064218584369)
Total Difficulty:58,750,003,716,598,352,816,469
Size:53,780 bytes
Gas Used:28,974,129(96.58%)+93% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003588962561 ETH (3.588962561 Gwei)
Burnt Fees:0.103987064218584369 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550619
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:25:59 AM +UTC)
Proposed On:Block proposed on slot 4713428, epoch 147294
Transactions:212 transactions and 79 contract internal transactions in this block
Fee Recipient:Flashbots: Old Builder in 12 secs
Block Reward:0.11453115023768499 ETH (0 + 0.195504495098779329 - 0.080973344861094339)
Total Difficulty:58,750,003,716,598,352,816,469
Size:105,679 bytes
Gas Used:20,208,471(67.36%)+35% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000004006901109 ETH (4.006901109 Gwei)
Burnt Fees:0.080973344861094339 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550620
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:26:11 AM +UTC)
Proposed On:Block proposed on slot 4713429, epoch 147294
Transactions:57 transactions and 24 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x467...263 in 12 secs
Block Reward:0.009037338643991227 ETH (0 + 0.027154981525409419 - 0.018117642881418192)
Total Difficulty:58,750,003,716,598,352,816,469
Size:18,455 bytes
Gas Used:4,333,518(14.45%)-71% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000004180816344 ETH (4.180816344 Gwei)
Burnt Fees:0.018117642881418192 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550621
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:26:23 AM +UTC)
Proposed On:Block proposed on slot 4713430, epoch 147294
Transactions:145 transactions and 56 contract internal transactions in this block
Fee Recipient:0x3E3753491f224571dd8d7E925B73cc685ab0aae4 in 12 secs
Block Reward:0.042712969780401582 ETH (0 + 0.104694181635258948 - 0.061981211854857366)
Total Difficulty:58,750,003,716,598,352,816,469
Size:49,309 bytes
Gas Used:16,271,474(54.24%)+8% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003809194659 ETH (3.809194659 Gwei)
Burnt Fees:0.061981211854857366 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550622
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:26:35 AM +UTC)
Proposed On:Block proposed on slot 4713431, epoch 147294
Transactions:142 transactions and 45 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0xADa...31A in 12 secs
Block Reward:0.035622865519466499 ETH (0 + 0.091416092956825424 - 0.055793227437358925)
Total Difficulty:58,750,003,716,598,352,816,469
Size:56,469 bytes
Gas Used:14,493,421(48.31%)-3% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003849555425 ETH (3.849555425 Gwei)
Burnt Fees:0.055793227437358925 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550623
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:26:47 AM +UTC)
Proposed On:Block proposed on slot 4713432, epoch 147294
Transactions:199 transactions and 28 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x6d2...766 in 12 secs
Block Reward:0.049337050093834774 ETH (0 + 0.128780339760393802 - 0.079443289666559028)
Total Difficulty:58,750,003,716,598,352,816,469
Size:63,386 bytes
Gas Used:20,724,492(69.08%)+38% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003833304559 ETH (3.833304559 Gwei)
Burnt Fees:0.079443289666559028 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550624
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:26:59 AM +UTC)
Proposed On:Block proposed on slot 4713433, epoch 147294
Transactions:296 transactions and 88 contract internal transactions in this block
Fee Recipient:Flashbots: Old Builder in 12 secs
Block Reward:0.093408071083164995 ETH (0 + 0.213691241346242282 - 0.120283170263077287)
Total Difficulty:58,750,003,716,598,352,816,469
Size:98,434 bytes
Gas Used:29,949,729(99.83%)+100% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000004016168903 ETH (4.016168903 Gwei)
Burnt Fees:0.120283170263077287 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550625
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:27:11 AM +UTC)
Proposed On:Block proposed on slot 4713434, epoch 147294
Transactions:222 transactions and 62 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0xeBe...Acf in 12 secs
Block Reward:0.050669463392505126 ETH (0 + 0.177376360881100518 - 0.126706897488595392)
Total Difficulty:58,750,003,716,598,352,816,469
Size:225,803 bytes
Gas Used:28,054,176(93.51%)+87% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000004516507542 ETH (4.516507542 Gwei)
Burnt Fees:0.126706897488595392 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550626
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:27:23 AM +UTC)
Proposed On:Block proposed on slot 4713435, epoch 147294
Transactions:408 transactions and 61 contract internal transactions in this block
Fee Recipient:MEV Builder: 0x1d0...86e in 12 secs
Block Reward:0.052969438995787676 ETH (0 + 0.166874682235291453 - 0.113905243239503777)
Total Difficulty:58,750,003,716,598,352,816,469
Size:131,792 bytes
Gas Used:22,745,407(75.82%)+52% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000005007834911 ETH (5.007834911 Gwei)
Burnt Fees:0.113905243239503777 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550627
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:27:35 AM +UTC)
Proposed On:Block proposed on slot 4713436, epoch 147294
Transactions:330 transactions and 55 contract internal transactions in this block
Fee Recipient:0x221507c5CAe31196A535F223C022eb0e38C3377d in 12 secs
Block Reward:0.039660396644362494 ETH (0 + 0.142816596579735192 - 0.103156199935372698)
Total Difficulty:58,750,003,716,598,352,816,469
Size:63,710 bytes
Gas Used:19,350,014(64.50%)+29% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000005331065907 ETH (5.331065907 Gwei)
Burnt Fees:0.103156199935372698 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550628
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:27:47 AM +UTC)
Proposed On:Block proposed on slot 4713437, epoch 147294
Transactions:72 transactions and 11 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0xfda...b7c in 12 secs
Block Reward:0.015394897510559368 ETH (0 + 0.05925733897362988 - 0.043862441463070512)
Total Difficulty:58,750,003,716,598,352,816,469
Size:35,749 bytes
Gas Used:7,939,884(26.47%)-47% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000005524317668 ETH (5.524317668 Gwei)
Burnt Fees:0.043862441463070512 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550629
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:27:59 AM +UTC)
Proposed On:Block proposed on slot 4713438, epoch 147294
Transactions:250 transactions and 66 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.06907775917378027 ETH (0 + 0.191159945439392942 - 0.122082186265612672)
Total Difficulty:58,750,003,716,598,352,816,469
Size:78,002 bytes
Gas Used:23,480,512(78.27%)+57% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000005199298306 ETH (5.199298306 Gwei)
Burnt Fees:0.122082186265612672 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550630
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:28:11 AM +UTC)
Proposed On:Block proposed on slot 4713439, epoch 147294
Transactions:53 transactions and 21 contract internal transactions in this block
Fee Recipient:0x0efF7c9b2063868f48b8eD05Ba0c54F0f0ec55cc in 12 secs
Block Reward:0.024322654206971027 ETH (0 + 0.055773992229199488 - 0.031451338022228461)
Total Difficulty:58,750,003,716,598,352,816,469
Size:15,618 bytes
Gas Used:5,649,869(18.83%)-62% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000005566737569 ETH (5.566737569 Gwei)
Burnt Fees:0.031451338022228461 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550631
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:28:23 AM +UTC)
Proposed On:Block proposed on slot 4713440, epoch 147295
Transactions:194 transactions and 109 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.054666414942505861 ETH (0 + 0.174310859747140444 - 0.119644444804634583)
Total Difficulty:58,750,003,716,598,352,816,469
Size:55,572 bytes
Gas Used:23,308,919(77.70%)+55% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000005132989857 ETH (5.132989857 Gwei)
Burnt Fees:0.119644444804634583 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550632
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:28:35 AM +UTC)
Proposed On:Block proposed on slot 4713441, epoch 147295
Transactions:122 transactions and 29 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x467...263 in 12 secs
Block Reward:0.032028934772148091 ETH (0 + 0.093775539495140919 - 0.061746604722992828)
Total Difficulty:58,750,003,716,598,352,816,469
Size:35,953 bytes
Gas Used:11,250,377(37.50%)-25% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000005488403164 ETH (5.488403164 Gwei)
Burnt Fees:0.061746604722992828 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550633
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:28:47 AM +UTC)
Proposed On:Block proposed on slot 4713442, epoch 147295
Transactions:184 transactions and 93 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x467...263 in 12 secs
Block Reward:0.032101514723604014 ETH (0 + 0.10717068085318123 - 0.075069166129577216)
Total Difficulty:58,750,003,716,598,352,816,469
Size:46,414 bytes
Gas Used:14,118,952(47.06%)-6% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000005316907808 ETH (5.316907808 Gwei)
Burnt Fees:0.075069166129577216 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550634
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:28:59 AM +UTC)
Proposed On:Block proposed on slot 4713443, epoch 147295
Transactions:192 transactions and 62 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0xE94...A0c in 12 secs
Block Reward:0.04221918947542648 ETH (0 + 0.135579117360455026 - 0.093359927885028546)
Total Difficulty:58,750,003,716,598,352,816,469
Size:55,582 bytes
Gas Used:17,688,938(58.96%)+18% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000005277870717 ETH (5.277870717 Gwei)
Burnt Fees:0.093359927885028546 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550635
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:29:11 AM +UTC)
Proposed On:Block proposed on slot 4713444, epoch 147295
Transactions:150 transactions and 49 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.040826782667473181 ETH (0 + 0.117067302777465005 - 0.076240520109991824)
Total Difficulty:58,750,003,716,598,352,816,469
Size:37,123 bytes
Gas Used:14,128,724(47.10%)-6% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000005396136276 ETH (5.396136276 Gwei)
Burnt Fees:0.076240520109991824 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550636
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:29:23 AM +UTC)
Proposed On:Block proposed on slot 4713445, epoch 147295
Transactions:253 transactions and 39 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.059441320313787138 ETH (0 + 0.174804715895950818 - 0.11536339558216368)
Total Difficulty:58,750,003,716,598,352,816,469
Size:61,598 bytes
Gas Used:21,535,248(71.78%)+44% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.00000000535695691 ETH (5.35695691 Gwei)
Burnt Fees:0.11536339558216368 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550637
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:29:35 AM +UTC)
Proposed On:Block proposed on slot 4713446, epoch 147295
Transactions:13 transactions and 0 contract internal transaction in this block
Fee Recipient:Fee Recipient: 0x467...263 in 12 secs
Block Reward:0.003798281243839072 ETH (0 + 0.009632438252977504 - 0.005834157009138432)
Total Difficulty:58,750,003,716,598,352,816,469
Size:3,431 bytes
Gas Used:1,032,832(3.44%)-93% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000005648698926 ETH (5.648698926 Gwei)
Burnt Fees:0.005834157009138432 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550610
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:24:11 AM +UTC)
Proposed On:Block proposed on slot 4713419, epoch 147294
Transactions:277 transactions and 62 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.032235782726218525 ETH (0 + 0.108471088489331917 - 0.076235305763113392)
Total Difficulty:58,750,003,716,598,352,816,469
Size:105,570 bytes
Gas Used:23,936,816(79.79%)+60% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003184855737 ETH (3.184855737 Gwei)
Burnt Fees:0.076235305763113392 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550611
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:24:23 AM +UTC)
Proposed On:Block proposed on slot 4713420, epoch 147294
Transactions:104 transactions and 72 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x467...263 in 12 secs
Block Reward:0.016740872796838996 ETH (0 + 0.062164951594950556 - 0.04542407879811156)
Total Difficulty:58,750,003,716,598,352,816,469
Size:27,122 bytes
Gas Used:13,273,965(44.25%)-12% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000003422042984 ETH (3.422042984 Gwei)
Burnt Fees:0.04542407879811156 ETH
Ether Price:$1,469.05 / ETH
More Details:Click to show more
Block Height:15550612
Status:Finalized
Timestamp:164 days 15 hrs ago (Sep-17-2022 03:24:35 AM +UTC)
Proposed On:Block proposed on slot 4713421, epoch 147294
Transactions:124 transactions and 66 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x54C...696 in 12 secs
Block Reward:0.025077249573499369 ETH (0 + 0.069825104471605756 - 0.044747854898106387)
