Block Height:15569920
Block Height:15569985
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:38:59 PM +UTC)
Proposed On:Block proposed on slot 4732993, epoch 147906
Transactions:19 transactions and 73 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.006043569797669694 ETH (0 + 0.075329680029161582 - 0.069286110231491888)
Total Difficulty:58,750,003,716,598,352,816,469
Size:11,777 bytes
Gas Used:5,460,476(18.20%)-64% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000012688657588 ETH (12.688657588 Gwei)
Burnt Fees:0.069286110231491888 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15569990
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:39:59 PM +UTC)
Proposed On:Block proposed on slot 4732998, epoch 147906
Transactions:271 transactions and 111 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.11378015638802439 ETH (0 + 0.370193976255682696 - 0.256413819867658306)
Total Difficulty:58,750,003,716,598,352,816,469
Size:115,318 bytes
Gas Used:23,180,101(77.27%)+55% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000011061807706 ETH (11.061807706 Gwei)
Burnt Fees:0.256413819867658306 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15569995
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:40:59 PM +UTC)
Proposed On:Block proposed on slot 4733003, epoch 147906
Transactions:139 transactions and 86 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.056511466184920802 ETH (0 + 0.23446410197508665 - 0.177952635790165848)
Total Difficulty:58,750,003,716,598,352,816,469
Size:65,486 bytes
Gas Used:13,963,559(46.55%)-7% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000012744074472 ETH (12.744074472 Gwei)
Burnt Fees:0.177952635790165848 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570000
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:41:59 PM +UTC)
Proposed On:Block proposed on slot 4733008, epoch 147906
Transactions:272 transactions and 115 contract internal transactions in this block
Fee Recipient:Flashbots: Builder in 12 secs
Block Reward:0.281565390551834214 ETH (0 + 0.626891456564245726 - 0.345326066012411512)
Total Difficulty:58,750,003,716,598,352,816,469
Size:182,036 bytes
Gas Used:29,449,703(98.17%)+96% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000011725960904 ETH (11.725960904 Gwei)
Burnt Fees:0.345326066012411512 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570005
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:42:59 PM +UTC)
Proposed On:Block proposed on slot 4733013, epoch 147906
Transactions:130 transactions and 88 contract internal transactions in this block
Fee Recipient:Flashbots: Builder in 12 secs
Block Reward:0.194840749698661284 ETH (0 + 0.398408878693578564 - 0.20356812899491728)
Total Difficulty:58,750,003,716,598,352,816,469
Size:78,218 bytes
Gas Used:15,487,505(51.63%)+3% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000013144023456 ETH (13.144023456 Gwei)
Burnt Fees:0.20356812899491728 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570010
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:43:59 PM +UTC)
Proposed On:Block proposed on slot 4733018, epoch 147906
Transactions:24 transactions and 8 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0xE1...91b in 12 secs
Block Reward:0.010371218448452189 ETH (0 + 0.043724207839473473 - 0.033352989391021284)
Total Difficulty:58,750,003,716,598,352,816,469
Size:7,840 bytes
Gas Used:2,712,797(9.04%)-82% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000012294686772 ETH (12.294686772 Gwei)
Burnt Fees:0.033352989391021284 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570015
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:44:59 PM +UTC)
Proposed On:Block proposed on slot 4733023, epoch 147906
Transactions:309 transactions and 101 contract internal transactions in this block
Fee Recipient:Rocket Pool Smoothing Pool in 12 secs
Block Reward:0.066280908326459791 ETH (0 + 0.486129989443835596 - 0.419849081117375805)
Total Difficulty:58,750,003,716,598,352,816,469
Size:107,899 bytes
Gas Used:29,986,155(99.95%)+100% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000014001431031 ETH (14.001431031 Gwei)
Burnt Fees:0.419849081117375805 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570020
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:45:59 PM +UTC)
Proposed On:Block proposed on slot 4733028, epoch 147907
Transactions:74 transactions and 54 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.014292854326797034 ETH (0 + 0.177333242492607466 - 0.163040388165810432)
Total Difficulty:58,750,003,716,598,352,816,469
Size:138,992 bytes
Gas Used:9,383,436(31.28%)-37% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000017375339712 ETH (17.375339712 Gwei)
Burnt Fees:0.163040388165810432 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570025
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:46:59 PM +UTC)
Proposed On:Block proposed on slot 4733033, epoch 147907
Transactions:149 transactions and 126 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.030846967690222847 ETH (0 + 0.290016954892434827 - 0.25916998720221198)
Total Difficulty:58,750,003,716,598,352,816,469
Size:57,274 bytes
Gas Used:15,667,161(52.22%)+4% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.00000001654224318 ETH (16.54224318 Gwei)
Burnt Fees:0.25916998720221198 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570030
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:47:59 PM +UTC)
Proposed On:Block proposed on slot 4733038, epoch 147907
Transactions:213 transactions and 107 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0xeBe...Acf in 12 secs
Block Reward:0.058710905102708805 ETH (0 + 0.415899982299768375 - 0.35718907719705957)
Total Difficulty:58,750,003,716,598,352,816,469
Size:108,101 bytes
Gas Used:24,488,010(81.63%)+63% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000014586284357 ETH (14.586284357 Gwei)
Burnt Fees:0.35718907719705957 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570035
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:48:59 PM +UTC)
Proposed On:Block proposed on slot 4733043, epoch 147907
Transactions:158 transactions and 79 contract internal transactions in this block
Fee Recipient:Flashbots: Builder in 12 secs
Block Reward:0.174435211979494326 ETH (0 + 0.411627214527710934 - 0.237192002548216608)
Total Difficulty:58,750,003,716,598,352,816,469
Size:65,238 bytes
Gas Used:15,192,922(50.64%)+1% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000015612006864 ETH (15.612006864 Gwei)
Burnt Fees:0.237192002548216608 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570040
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:49:59 PM +UTC)
Proposed On:Block proposed on slot 4733048, epoch 147907
Transactions:99 transactions and 86 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x467...263 in 12 secs
Block Reward:0.032268214281065289 ETH (0 + 0.181360546684355697 - 0.149092332403290408)
Total Difficulty:58,750,003,716,598,352,816,469
Size:65,824 bytes
Gas Used:10,589,886(35.30%)-29% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000014078747628 ETH (14.078747628 Gwei)
Burnt Fees:0.149092332403290408 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570045
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:50:59 PM +UTC)
Proposed On:Block proposed on slot 4733053, epoch 147907
Transactions:40 transactions and 27 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x6d2...766 in 12 secs
Block Reward:0.00601220606545272 ETH (0 + 0.059133365244459093 - 0.053121159179006373)
Total Difficulty:58,750,003,716,598,352,816,469
Size:19,131 bytes
Gas Used:3,023,111(10.08%)-80% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000017571686643 ETH (17.571686643 Gwei)
Burnt Fees:0.053121159179006373 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570050
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:51:59 PM +UTC)
Proposed On:Block proposed on slot 4733058, epoch 147908
Transactions:33 transactions and 35 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.009103102822746506 ETH (0 + 0.080833812966590208 - 0.071730710143843702)
Total Difficulty:58,750,003,716,598,352,816,469
Size:19,997 bytes
Gas Used:4,731,934(15.77%)-68% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000015158856853 ETH (15.158856853 Gwei)
Burnt Fees:0.071730710143843702 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570055
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:52:59 PM +UTC)
Proposed On:Block proposed on slot 4733063, epoch 147908
Transactions:185 transactions and 94 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x75...F42 in 12 secs
Block Reward:0.042400035436028553 ETH (0 + 0.286962023472520553 - 0.244561988036492)
Total Difficulty:58,750,003,716,598,352,816,469
Size:80,320 bytes
Gas Used:18,475,429(61.58%)+23% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000013237148 ETH (13.237148 Gwei)
Burnt Fees:0.244561988036492 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570060
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:53:59 PM +UTC)
Proposed On:Block proposed on slot 4733068, epoch 147908
Transactions:162 transactions and 108 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.055010747828282749 ETH (0 + 0.329830374560854531 - 0.274819626732571782)
Total Difficulty:58,750,003,716,598,352,816,469
Size:85,210 bytes
Gas Used:19,911,553(66.37%)+33% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000013802018694 ETH (13.802018694 Gwei)
Burnt Fees:0.274819626732571782 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570065
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:54:59 PM +UTC)
Proposed On:Block proposed on slot 4733073, epoch 147908
Transactions:280 transactions and 101 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x467...263 in 12 secs
Block Reward:0.046573061466172831 ETH (0 + 0.276446060894074215 - 0.229872999427901384)
Total Difficulty:58,750,003,716,598,352,816,469
Size:98,445 bytes
Gas Used:19,270,982(64.24%)+28% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000011928452812 ETH (11.928452812 Gwei)
Burnt Fees:0.229872999427901384 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570070
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:55:59 PM +UTC)
Proposed On:Block proposed on slot 4733078, epoch 147908
Transactions:15 transactions and 16 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.003810810351535 ETH (0 + 0.02567708967624551 - 0.02186627932471051)
Total Difficulty:58,750,003,716,598,352,816,469
Size:9,247 bytes
Gas Used:1,701,094(5.67%)-89% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000012854245165 ETH (12.854245165 Gwei)
Burnt Fees:0.02186627932471051 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570075
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:56:59 PM +UTC)
Proposed On:Block proposed on slot 4733083, epoch 147908
Transactions:68 transactions and 46 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0xe68...127 in 12 secs
Block Reward:0.033800029896522762 ETH (0 + 0.115878453225940199 - 0.082078423329417437)
Total Difficulty:58,750,003,716,598,352,816,469
Size:50,090 bytes
Gas Used:6,687,181(22.29%)-55% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000012273994577 ETH (12.273994577 Gwei)
Burnt Fees:0.082078423329417437 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570080
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:57:59 PM +UTC)
Proposed On:Block proposed on slot 4733088, epoch 147909
Transactions:209 transactions and 61 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x467...263 in 12 secs
Block Reward:0.030135877870340138 ETH (0 + 0.181020832251665263 - 0.150884954381325125)
Total Difficulty:58,750,003,716,598,352,816,469
Size:72,581 bytes
Gas Used:15,289,495(50.96%)+2% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000009868537475 ETH (9.868537475 Gwei)
Burnt Fees:0.150884954381325125 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570085
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:58:59 PM +UTC)
Proposed On:Block proposed on slot 4733093, epoch 147909
Transactions:240 transactions and 91 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.04598168742298959 ETH (0 + 0.219945522990879965 - 0.173963835567890375)
Total Difficulty:58,750,003,716,598,352,816,469
Size:112,798 bytes
Gas Used:19,981,625(66.61%)+33% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000008706190591 ETH (8.706190591 Gwei)
Burnt Fees:0.173963835567890375 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570090
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 08:59:59 PM +UTC)
Proposed On:Block proposed on slot 4733098, epoch 147909
Transactions:144 transactions and 122 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x467...263 in 12 secs
Block Reward:0.048259756393272197 ETH (0 + 0.226396696077228736 - 0.178136939683956539)
Total Difficulty:58,750,003,716,598,352,816,469
Size:67,661 bytes
Gas Used:20,203,391(67.34%)+35% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000008817180229 ETH (8.817180229 Gwei)
Burnt Fees:0.178136939683956539 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570095
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 09:00:59 PM +UTC)
Proposed On:Block proposed on slot 4733103, epoch 147909
Transactions:187 transactions and 154 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x467...263 in 12 secs
Block Reward:0.038716506997685528 ETH (0 + 0.293747694658730071 - 0.255031187661044543)
Total Difficulty:58,750,003,716,598,352,816,469
Size:102,530 bytes
Gas Used:21,818,593(72.73%)+45% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000011688709151 ETH (11.688709151 Gwei)
Burnt Fees:0.255031187661044543 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570100
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 09:02:11 PM +UTC)
Proposed On:Block proposed on slot 4733109, epoch 147909
Transactions:165 transactions and 102 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.033663163365134089 ETH (0 + 0.284687438208048089 - 0.251024274842914)
Total Difficulty:58,750,003,716,598,352,816,469
Size:77,879 bytes
Gas Used:14,795,120(49.32%)-1% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000016966694075 ETH (16.966694075 Gwei)
Burnt Fees:0.251024274842914 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570105
Status:Finalized
Timestamp:212 days 12 hrs ago (Sep-19-2022 09:03:11 PM +UTC)
Proposed On:Block proposed on slot 4733114, epoch 147909
Transactions:128 transactions and 69 contract internal transactions in this block
Fee Recipient:Lido: Execution Layer Rewards Vault in 12 secs
Block Reward:0.031484306696961155 ETH (0 + 0.191590869704113345 - 0.16010656300715219)
Total Difficulty:58,750,003,716,598,352,816,469
Size:62,586 bytes
Gas Used:9,957,646(33.19%)-34% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000016078756265 ETH (16.078756265 Gwei)
Burnt Fees:0.16010656300715219 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570110
Status:Finalized
Timestamp:212 days 11 hrs ago (Sep-19-2022 09:04:11 PM +UTC)
Proposed On:Block proposed on slot 4733119, epoch 147909
Transactions:41 transactions and 18 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x6d2...766 in 12 secs
Block Reward:0.004384018089486027 ETH (0 + 0.042640621879458599 - 0.038256603789972572)
Total Difficulty:58,750,003,716,598,352,816,469
Size:17,828 bytes
Gas Used:2,766,683(9.22%)-82% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.000000013827606484 ETH (13.827606484 Gwei)
Burnt Fees:0.038256603789972572 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570115
Status:Finalized
Timestamp:212 days 11 hrs ago (Sep-19-2022 09:05:11 PM +UTC)
Proposed On:Block proposed on slot 4733124, epoch 147910
Transactions:164 transactions and 143 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x54C...696 in 12 secs
Block Reward:0.04049927013316986 ETH (0 + 0.3074437116395164 - 0.26694444150634654)
Total Difficulty:58,750,003,716,598,352,816,469
Size:95,041 bytes
Gas Used:19,580,614(65.27%)+31% Gas Target
Gas Limit:30,000,000
Base Fee Per Gas:0.00000001363309861 ETH (13.63309861 Gwei)
Burnt Fees:0.26694444150634654 ETH
Ether Price:$1,376.21 / ETH
More Details:Click to show more
Block Height:15570120
Status:Finalized
Timestamp:212 days 11 hrs ago (Sep-19-2022 09:06:11 PM +UTC)
Proposed On:Block proposed on slot 4733129, epoch 147910
Transactions:151 transactions and 94 contract internal transactions in this block
Fee Recipient:Fee Recipient: 0x58...Bb3 in 12 secs
Block Reward:0.062404901620968505 ETH (0 + 0.235234808747688973 - 0.172829907126720468)
Total Difficulty:58,750,003,716,598,352,816,469
Size:78,932 bytes
Gas Used:13,525,404(45.08%)-10% Gas Target
